# 上海中医药大学2013年高招山东地区各专业录取计划明细

山东地区

专业名称| 计划类型| 层次| 科类| 计划数  
---|---|---|---|---  
食品卫生与营养学| 非定向| 本科| 理工| 5  
中医学| 非定向| 本科| 理工| 8  
针灸推拿学| 非定向| 本科| 理工| 3  
中西医临床医学| 非定向| 本科| 理工| 2  
药学| 非定向| 本科| 理工| 4  
中药学| 非定向| 本科| 理工| 4  
康复治疗学| 非定向| 本科| 理工| 5  
护理学| 非定向| 本科| 理工| 7  
护理类(中外合作办学)| 非定向| 高职(专科)| 理工| 5  
医疗美容技术| 非定向| 高职(专科)| 理工| 5

